Date,Location / Operator,Manufacturer 1,Aircraft Type 1,Manufacturer 2,Aircraft Type 2,Occupants,Occupant Fatalities,Ground Fatalities
5-May-72,"Near Carini, Sicily, Italy Alitalia",mcdonnell douglas,mcdonnell douglas dc-8-43,,,115,115,0
8-May-72,Venezuela Aerotechnia,douglas,douglas c-47b,,,7,7,0
10-May-72,"Near Gia Dinh, South Vietnam Military - U.S. Army",boeing,boeing vertol ch47a (helicopter),,,34,34,0
16-May-72,"Svetlogorsk, Russia Military - Russian Navy",antonov,antonov an-26,,,9,9,25
18-May-72,"Near Kharkov, Ukraine, USSR Aeroflot",antonov,antonov an-10a,,,122,122,0
21-May-72,"Lobito, Angola DTA Angola Airlines",fokker,fokker f-27 friendship 200,,,25,22,0
27-May-72,"Near Helgoland, Germany General Air",de havilland canada,de havilland canada dhc-6 twin otter,,,13,8,0
29-May-72,"Cruzeiro do Sul Acre, Brazil Amazonese Importacao e Exportacao",lockheed,lockheed 049 constellation,,,18,9,0
29-May-72,"Dulac, Louisiana Petrolium Helicopter",bell,bell 205a,,,11,11,0
30-May-72,"Dallas/Ft. Worth, Texas Delta Air Lines",mcdonnell douglas,mcdonnell douglas dc-9-14,,,4,4,0
5-Jun-72,"Near Pleiku, Vietnam Air America",curtiss,curtiss c-46a,,,32,32,0
13-Jun-72,"Santiago, Chile Aerolineas Flecha Austral",curtiss,curtiss c-46d,,,3,3,0
13-Jun-72,"Near an Loc, South Vietnam Military - Vietnamese Air Force",boeing,boeing vertol ch-47 (helicopter),,,47,47,0
14-Jun-72,"Near New Delhi, India Japan Air Lines",mcdonnell douglas,mcdonnell douglas dc-8-53,,,87,82,4
15-Jun-72,"Near Pleiku, South Vietnam Cathay Pacific Airways",convair,convair cv-880-22m-21,,,81,81,0
18-Jun-72,"London Heathrow, Staines, Surrey, England British European Airways",hawker siddeley,hawker siddeley trident 1c,,,118,118,0
24-Jun-72,"Ponce, Puerto Rico Prinair",de havilland,de havilland dh-114 heron 2b,,,20,5,0
29-Jun-72,"Appleton, Wisconsin North Central Airlines / Air Wisconsin",convair,convair cv-580,de havilland,de havilland twin otter 100,13,13,0
5-Jul-72,"San Francisco, California Pacific Southwest Airlines",boeing,boeing 737-200,,,86,3,0
6-Jul-72,"Off Las Palmas, Canary Islands, Spain Aviaco",mcdonnell douglas,mcdonnell douglas dc-8-52,,,10,10,0
11-Jul-72,"Near Quang Tri, South Vietnam Military - U.S. Marine Corps",sikorsky,sikorsky ch-53d (helicopter),,,67,52,0
11-Jul-72,"Near Grytoya, Norway Military - Royal Norwegian Air Force",de havilland canada,de havilland canada dhc-6 twin otter 100,,,19,19,0
20-Jul-72,"Corfu Island, Greece Charter",sud-aviation,sud-aviation se210 caravelle,,,84,1,0
29-Jul-72,"Villavicencio, Colombia AVIANCA / AVIANCA",douglas,douglas dc-3,douglas,douglas dc-3,38,38,0
12-Aug-72,"Near Delhi, India Indian Airlines",fokker,fokker f-27 friendship 100,,,18,18,0
12-Aug-72,"Near Soc Trang, South Vietnam Military - U.S. Air Force",lockheed,lockheed c-130e,,,44,30,0
14-Aug-72,"Near Konigs Wusterausen, East Germany Interflug",ilyushin,ilyushin il-62,,,156,156,0
16-Aug-72,"Near Sandoway, Burma Burma Airways",douglas,douglas dc-3 (c-47a-dk),,,31,26,0
27-Aug-72,"Canaima, Venezuela Lineas Areas Venezolanas",douglas,douglas c-47-dl,,,34,34,0
28-Aug-72,"Papua, New Guinea Military - Royal Australian Air Force",de havilland canada,de havilland canada dhc-4 caribou,,,29,25,0
31-Aug-72,"Near Magnitogorsk, Russia Aeroflot",ilyushin,ilyushin il-18,,,102,102,0
1-Sep-72,"Mt. Giluwe, Papua, New Guinea Ansett Airlines of Papua New Guinea",short,shorts sc-7 skyvan 3-300,,,4,4,0
7-Sep-72,"Trinidad, Bolivia Servicios Aereas Virgen de Copacabana",curtiss,curtiss c-46a-40-cu,,,8,1,0
10-Sep-72,"Gondar, Ethiopia Ethiopian Airlines",douglas,douglas dc-3,,,11,11,0
13-Sep-72,"Near Dhulikhel, Nepal Military - Royal Nepalese Air Force",douglas,douglas c-47,,,31,31,0
24-Sep-72,"Sacramento, California Private",north american,north american f-86 sabrejet,,,1,0,22
24-Sep-72,"Near Ben Cat, South Vietnam Air Vietnam (South Vietnam)",douglas,douglas c-54d-1-dc,,,13,10,0
1-Oct-72,"Near Adler, USSR Aeroflot",ilyushin,ilyushin il-18b,,,108,108,0
2-Oct-72,"Kampot, Cambodia Cambodia Air",douglas,douglas dc-3,,,9,9,0
13-Oct-72,"Near San Fernando, Chile Uruguayan Air Force - TAMU",fairchild,fairchild-hiller fh-227d/lcd,,,45,29,0
13-Oct-72,"Near Moscow, USSR Aeroflot",ilyushin,ilyushin il-62,,,174,174,0
16-Oct-72,Off the Alaska coast Private,cessna,cessna 310c,,,4,4,0
21-Oct-72,"Off Athens, Greece Olympic Airways",namc,namc ys-11a-202,,,53,37,0
23-Oct-72,"Tanna, Vanuatu Air Melanesie",britten-norman,britten-norman bn-2a-6 islander,,,8,1,0
27-Oct-72,"Near Noiretable, Loire, France Air Inter",vickers,vickers viscount 724,,,68,60,0
30-Oct-72,"Poggiorsini, Italy Aero Transporti Italiani",fokker,fokker f-27 friendship 200,,,27,27,0
31-Oct-72,"Near My Tho, South Vietnam Military - U.S. Army",boeing,boeing vertol ch-47 (helicopter),,,22,22,0
4-Nov-72,"Near Plovdiv, Bulgaria Balkan Bulgarian Airlines",ilyushin,ilyushin il-14p,,,35,35,0
17-Nov-72,"Elkton, Kentucky Metro Air Systems",beechcraft,beechcraft g18s,,,11,11,0
28-Nov-72,"Near Moscow, Russia Japan Air Lines",mcdonnell douglas,mcdonnell douglas dc-8-62,,,76,62,0
3-Dec-72,"Tenerife, Canary Islands Spantax",convair,convair cv-990-30a-5 coronado,,,155,155,0
8-Dec-72,"Near Rawalpindi, Pakistan Pakistan International Airlines",fokker,fokker f-27 friendship 400,,,26,26,0
8-Dec-72,"Midway Airport, Chicago, Illinois United Air Lines",boeing,boeing b-737-222,,,61,43,2
20-Dec-72,"Chicago, Illinois Delta Air Lines/ North Central Airlines",convair,convair cv-880,mcdonnell,mcdonnell dc-9-31,133,10,0
21-Dec-72,"Off St. Maarten off, Netherlands Antilles Air Guadeloupe",de havilland canada,de havilland canada dhc-6 twin otter 300,,,13,13,0
23-Dec-72,"Skaugum, Norway Braathens",fokker,fokker f-28 fellowship 1000,,,45,40,0
29-Dec-72,"Everglades National Park, Florida Eastern Air Lines",lockheed,lockheed l-1011 tristar 1,,,176,103,0
31-Dec-72,"San Juan, Puerto Rico American Express Leasing",douglas,douglas dc-7cf,,,5,5,0
2-Jan-73,"Edmonton, Alberta, Canada Pacific Western Airlines",boeing,boeing 707-321c,,,5,5,0
19-Jan-73,"Near Glasgow, Scotland British European Airways",vickers,vickers 802 viscount,,,4,4,0
21-Jan-73,"Perm, Russia Aeroflot",antonov,antonov an-24b,,,39,39,0
22-Jan-73,"Kano, Nigeria Alia Royal Jordanian Airlines",boeing,boeing b-707-3d3c,,,202,176,0
27-Jan-73,"Near Tegucigalpa, Honduras TAN",douglas,douglas dc-6a,,,3,3,0
29-Jan-73,"Near Kyrenia, Cyprus Egyptair",ilyushin,ilyushin il-18d,,,37,37,0
19-Feb-73,"Prague, Czechoslovakia Aeroflot",tupolev,tupolev tu-154,,,100,66,0
19-Feb-73,"Morgan City, Louisiana Petrolium Helo Inc.",bell,bell 206b,,,5,5,0
21-Feb-73,"Cerro Horqueta, Panama Aerovias Urraca",douglas,douglas dc-3,,,28,22,0
21-Feb-73,"Near Isma'iliya, Egypt Libya Arab Airlines",boeing,boeing b-727-224,,,113,108,0
24-Feb-73,"Near Leningrad, Russia Aeroflot",ilyushin,ilyushin il-18,,,79,79,0
28-Feb-73,"Semipalatinsk, Kazakhstan Aeroflot",yakovlev,yakovlev yak-40,,,32,32,0
28-Feb-73,"Near Nabire, Indonesia Merpati Nusantara Airlines",de havilland canada,de havilland canada dhc-6 twin otter 100,,,13,13,0
3-Mar-73,"Moscow, USSR Balkan Bulgarian Airlines",ilyushin,ilyushin il-18v,,,25,25,0
5-Mar-73,"Near Nantes, France Lineas Aereas de Espana/Spantax SA Transportes",mcdonnell douglas,mcdonnell douglas dc-9-32,convair,cv-990a,182,68,0
15-Mar-73,"Hyderabad, India Indian Airlines",,hal-748-224,,,3,3,0
19-Mar-73,"Ben Me Thuot, South Vietnam Air Vietnam (South Vietnam)",douglas,douglas c-54d,,,62,62,0
10-Apr-73,"Near Basel, Switzerland Invicta International Airlines (UK)",vickers,vickers vanguard 952,,,145,108,0
12-Apr-73,"Moffett AFB, California Military - U.S. Navy / NASA",lockheed,lockheed p-3c,convair,convair cv-990-30a-5,17,16,0
18-Apr-73,"Bamiyan, Afghanistan Bakhtar Afghan Airlines",de havilland canada,de havilland canada dhc-6 twin otter 100,,,19,4,0
11-May-73,"Near Semipalatinsk, USSR Aeroflot",ilyushin,ilyushin il-18b,,,61,61,0
18-May-73,"Chita, Siberia, USSR Aeroflot",tupolev,tupolev tu-104a,,,81,81,0
19-May-73,"Svay Rieng, Cambodia Cambodia Air",douglas,douglas c-47a,,,11,11,0
29-May-73,"Near Rimouski, Prov. Quebec, Canada Air Gaspé",douglas,douglas dc-3,,,4,4,0
31-May-73,"Near New Delhi, India Indian Airlines",boeing,boeing b-737-2a8,,,65,48,0
1-Jun-73,"Sao Luis, Brazil Cruzeiro",sud-aviation,sud aviation se-210 caravelle vin,,,23,23,0
3-Jun-73,"Goussainville, France Aeroflot",tupolev,tupolev tu-144,,,6,6,8
9-Jun-73,"Rio de Janeiro, Brazil Varig",boeing,boeing 707-327c,,,4,2,0
20-Jun-73,"Near Puerto Vallarta, Mexico Aeromexico",mcdonnell douglas,mcdonnell douglas dc-9-15,,,27,27,0
30-Jun-73,"Amman, Jordan Aeroflot",tupolev,tupolev tu-134a,,,85,2,7
4-Jul-73,"Near Shakhtyorsk, Russia Aeroflot",ilyushin,ilyushin il-14,,,18,18,0
9-Jul-73,"Nnear Kuybyshev, Russia Aeroflot",tupolev,tupolev tu-124v,,,61,2,0
11-Jul-73,"Paris, Orly Airport, France Varig",boeing,boeing b-707-345c,,,134,123,0
22-Jul-73,"Off Papeete, Tahiti Pan American World Airways",boeing,boeing b-707-321b,,,79,78,0
23-Jul-73,"St. Louis, Missouri Ozark Air Lines",fairchild,fairchild-hiller fh-227b,,,44,38,0
24-Jul-73,"Honolulu, HI Air Hawaii",volpar,volpar c45g,,,5,5,0
31-Jul-73,"Logan Airport, Boston, Massachusetts Delta Air Lines",mcdonnell douglas,mcdonnell douglas dc-9-31,,,89,89,0
13-Aug-73,"Near La Coruña, Spain Aviaco Condor",sud-aviation,sud-aviation caravelle 10-r,,,85,85,1
15-Aug-73,"Don Don, Haiti Private",norman,norman bn-2a-6,,,10,10,0
18-Aug-73,"Baku, Azerbaijan, USSR Aeroflot",antonov,antonov an-24v,,,64,56,0
22-Aug-73,"El Yopal, Colombia AVIANCA",douglas,douglas dc-3,,,17,16,0
27-Aug-73,"Bogota, Colombia Aerocondor Colombia",lockheed,lockheed l-188a electra,,,42,42,0
28-Aug-73,"Near Huete, Spain Military - U.S. Air Force",lockheed,lockheed c-141a,,,25,24,0
28-Aug-73,"Thirty-five miles west of Los Angeles, California Trans World Airlines",boeing,boeing b-707-331b,,,149,1,0
8-Sep-73,"King Cove, Alaska World Airways",mcdonnell douglas,mcdonnell douglas dc-8-63f,,,6,6,0
11-Sep-73,"Moganik, Yugoslavia JAT Yugoslav Airlines",aérospatiale,aérospatiale caravelle 6n,,,41,41,0
20-Sep-73,"Natchitoches, Louisiana Private Charter",beechcraft,beechcraft e18s,,,6,6,0
27-Sep-73,"Rich Mountain, Arkansas Texas International Airlines",convair,convair 600,,,11,11,0
30-Sep-73,"Miritituba, Brazil Aeronorte",douglas,douglas dc-3a,,,9,9,0
30-Sep-73,"Near Sverdlovsk, Russia Aeroflot",tupolev,tupolev tu-104b,,,108,108,0
2-Oct-73,"Magadan, Russia Aeroflot",antonov,antonov an-12v,,,10,10,0
13-Oct-73,"Near Domodedovo, Russia Aeroflot",tupolev,tupolev tu-104b,,,122,122,0
23-Oct-73,"Guanabara Bay, Brazil VASP",namc,namc ys-11a-211,,,65,8,0
2-Nov-73,"Villavicencio, Colombia Lineas Aéreas La Urraca",handley page,handley page hpr-7 herald 101 hk-,,,16,6,0
3-Nov-73,"Boston,: Massachusetts Pan American World Airways",boeing,boeing b-707-321c,,,3,3,0
3-Nov-73,"Near Albuquerque, New Mexico National Airlines",mcdonnell douglas,mcdonnell douglas dc-10-10,,,128,1,0
17-Nov-73,"Near Quang-Ngai, South Vietnam Air Vietnam (South Vietnam)",douglas,douglas dc-3,,,27,27,0
7-Dec-73,"Moscow, USSR Aeroflot",tupolev,tupolev tu-104b,,,75,13,0
16-Dec-73,"Near Karacharovo, USSR Aeroflot",tupolev,tupolev tu-124,,,51,51,0
17-Dec-73,"Rome, Italy Pan American World Airways",boeing,boeing b-707-321b,,,177,30,0
21-Dec-73,"Near Siagon, South Vietnam Military - Vietnamese Air Force",boeing,boeing vertol ch-47 (helilcopter),,,20,20,0
22-Dec-73,"Near Tetouan, Morocco Royal Air Maroc",sud-aviation,sud-aviation caravelle vi-n,,,106,106,0
23-Dec-73,"Lvov, Ukraine, USSR Aeroflot",tupolev,tupolev tu-124,,,17,17,0
28-Dec-73,"Durban, South Africa Executive Funds",douglas,douglas dc-3,,,25,1,0
1-Jan-74,"Near Turin, Italy Itavia",fokker,fokker f-28 fellowship 1000,,,42,38,0
6-Jan-74,"Johnstown, Pennsylvania Air East",beechcraft,beechcraft 99a,,,17,12,0
6-Jan-74,"Unduavi, Bolivia Servicios Aéreos Boliviano",curtiss,curtiss c-46f,,,4,4,0
6-Jan-74,"Mukachevo, Ukraine Aeroflot",antonov,antonov an-24v,,,24,24,0
9-Jan-74,"Near Nevia, Colombia SATENA",hawker siddeley,hawker siddeley hs 748-260,,,31,31,0
10-Jan-74,"La Paz, Bolivia TAM (Bolivia)",douglas,douglas c-54,,,24,24,0
17-Jan-74,"Cigorodo, Colombia Cessnyca",douglas,douglas dc-3a,,,14,14,0
26-Jan-74,"Izmir, Turkey Turkish Airlines (THY)",fokker,fokker f-28 fellowship 1000,,,73,66,0
30-Jan-74,"Pago Pago, American Samoa Pan American World Airways",boeing,boeing b-707-321b,,,101,97,0
2-Feb-74,"Near Honolulu, HI Pan American World Airways",boeing,boeing b-747,,,298,1,0
9-Feb-74,"Near Souda, Crete Military - West German Air Force",transall,transall c-160d,,,40,35,0
22-Feb-74,"Baltimore, Maryland Delta Air Lines",mcdonnell douglas,mc donnell dougals dc-9,,,15,1,0
23-Feb-74,"San Francisco de Moxos, Bolivia SAVCO",curtiss,curtiss c-46a-45-cu,,,7,7,0
3-Mar-74,"Near Ermenonville, France Turkish Airlines (THY)",mcdonnell douglas,mcdonnell douglas dc-10-10,,,346,346,0
8-Mar-74,"Hanoi, Vietnam Pathet Lao Airlines",antonov,antonov an-24,,,18,18,0
13-Mar-74,"Bishop, California Sierra Pacific Airlines",convair,convair cv-440,,,36,36,0
15-Mar-74,"Tehran, Iran Sterling Airways",aérospatiale,aérospatiale caravelle 10b3,,,96,15,0
4-Apr-74,"Francistown, Botswana Wenela Air Services",douglas,douglas dc-4,,,84,78,0
22-Apr-74,"Grogak, Bali, Indonesia Pan American World Airways",boeing,boeing b-707-321c,,,107,107,0
27-Apr-74,"Near Leningrad, USSR Aeroflot",ilyushin,ilyushin il-18b,,,109,109,0
30-Apr-74,"Galveston, Texas Houston Metro Airlines",beechcraft,beechcraft 99,,,12,6,0
2-May-74,"Banos, Ecuador Aero Taxis Equatorianos",douglas,douglas c-47,,,24,22,0
6-May-74,"Nurnberg, Germany Fragtflug",douglas,douglas dc-6a,,,3,3,0
23-May-74,"Springfield, Illinois Saturn Airways",lockheed,lockheed l-100-30 hercules,,,3,3,0
23-May-74,"Kiev, Ukraine, USSR Aeroflot",yakovlev,yakovlev yak-40,,,29,29,0
31-May-74,"Rankin Inlet, Canada Lambair",bristol,bristol 170 freighter 31e,,,2,2,0
8-Jun-74,"Monte San Isidro, Colombia Aerolineas TAO",vickers,vickers viscount 785d,,,44,44,0
27-Jun-74,"Battambang, Khmer Republic Cambodia Air",boeing,boeing 307b-1 stratoliner,,,39,19,0
30-Jun-74,"Umiat, Alaska Alaska Helicopter - Air Taxi",fairchild,fairchild hiller fh1100,,,5,5,0
24-Jul-74,"Bogota, Colombia Aeronorte Colombia",douglas,douglas dc-4,,,3,3,0
27-Jul-74,"Near Moc Hoa, Vietnam Air Amercia",fairchild,fairchild c-123k,,,5,5,0
5-Aug-74,"Mt. Apica, PQ, Canada Laurentian Air Services",douglas,douglas dc-3,,,11,5,0
11-Aug-74,"Near Ouagadougou, Upper Volta Air Mali",ilyushin,ilyushin il-18b,,,60,47,0
12-Aug-74,"Cali, Colombia AVIANCA",douglas,douglas c-47-dl,,,27,27,0
14-Aug-74,"Margarita Island, Venezuela Linea Aeropostal Venezolana",vickers,vickers viscount 749,,,49,49,0
18-Aug-74,"Near Kisangani, Zaire Military - Zairean Air Force",lockheed,lockheed c-130h,,,31,31,0
7-Sep-74,"Tandjung-karang, Indonesia Garuda Indonesia Airlines",fokker,fokker f-27 friendship 600,,,39,36,0
8-Sep-74,"Ionian Sea , off Kefallinia, Greece Trans World Airlines",boeing,boeing b-707-331b,,,88,88,0
11-Sep-74,"Near Charlotte, North Carolina Eastern Air Lines",mcdonnell douglas,mcdonnell douglas dc-9-31,,,82,70,0
15-Sep-74,"Phan Rang, South Vietnam Air Vietnam (South Vietnam)",boeing,boeing b-727-121c,,,75,75,0
19-Oct-74,"Calapan, Philippines Mabuhay Airways",douglas,douglas dc-3,,,8,1,0
27-Oct-74,"Old Man's Camp, Alaska Alaska International Air",lockheed,lockheed l-100 hercules,,,4,4,0
28-Oct-74,"Pagosa Springs, Colorado Hlavka Aviation - Air Taxi",beechcraft,beechcraft 95-b55,,,2,2,0
1-Nov-74,"Near Surgut, Russia Aeroflot",antonov,antonov an-2,mil,mil mi-8t,38,38,0
15-Nov-74,"Manila, Philippines Orient Air System and Integrated Services",douglas,douglas c-47a-30,,,8,1,0
20-Nov-74,"Near Nairobi, Kenya Lufthansa",boeing,boeing b-747-130,,,157,59,0
20-Nov-74,"Soddu, Ethiopia Ethiopian Airlines",douglas,douglas dc-3,,,24,2,0
22-Nov-74,"Barcelona, Spain Alpa Servicios Aéreos",cessna,cessna 500 citation i,,,4,4,0
1-Dec-74,"Near Berryville, Virginia Trans World Airlines",boeing,boeing b-727-231,,,92,92,0
1-Dec-74,"Bear Mountain, Thiells, New York Northwest Orient Airlines",boeing,boeing b-727-251,,,3,3,0
4-Dec-74,"Irkutsk, Russia Aeroflot",antonov,antonov an-2,antonov,antonov an-12,18,13,0
4-Dec-74,"Near Maskeliya, Sri Lanka Martinair Holland NV",mcdonnell douglas,mcdonnell douglas dc-8-55f,,,191,191,0
11-Dec-74,"Near Old Harbors, Alaska Kodiak Airways",grumman,grumman g-21,,,5,5,0
12-Dec-74,"Near Moc Hoa, South Vietnam Military - Vietnamese Air Force",boeing,boeing vertol ch-47 (helicopter),,,54,54,0
14-Dec-74,"Bukhara, Uzbekistan Aeroflot",yakovlev,yakovlev 40,,,19,7,0
22-Dec-74,"Maturin, Venezuela Aerovias Venezolanas SA (Venezuela)",mcdonnell douglas,mcdonnell douglas dc-9-14,,,77,77,0
29-Dec-74,"Near Sibiu, Romania Tarom",antonov,antonov an-24rv,,,33,33,0
29-Dec-74,"Tikal, Guatemala Edwin Ortiz",lockheed,lockheed 18 lodestar,,,24,24,0
3-Jan-75,"Near Nha Trang, Vietnam Air America",fairchild,fairchild c-123k,,,9,9,0
8-Jan-75,"Near Doncello, Colombia SATENA",douglas,douglas dc-3,,,21,21,0
9-Jan-75,"Whittier, California Golden West Airlines / Private",de havilland canda,de havilland canada dhc-6 tw otter 100,cessna,cessna,14,14,0
15-Jan-75,"Budapest, Hunary Malev Hungarian Airlines",ilyushin,ilyushin il-18v,,,9,9,0
16-Jan-75,"Xam Neua, Laos Aeroflot",antonov,antonov an-12,,,16,16,0
30-Jan-75,"Istanbul, Turkey Turkish Airlines (THY)",fokker,fokker f-28 fellowship 1000,,,42,42,0
30-Jan-75,"Santo Domingo, Dominican Republic Linea Aérea Nacional",douglas,douglas dc-3-313,,,30,2,0
1-Feb-75,"Houston, Texas Horizon Properties",douglas,douglas dc-3c,,,16,5,0
3-Feb-75,"Manila, Philippines Philippine Air Lines",hawker siddeley,hawker siddeley hs-748 2,,,33,33,0
9-Feb-75,"Souda, Crete Military - Deutsche Luftwaffe",transall,transall c-160,,,40,40,0
16-Feb-75,"Fairbanks, Alaska Pacific Alaska Airlines",douglas,douglas dc-6bf,,,3,3,0
22-Feb-75,"Medellin, Colombia Aerocondor",canadair,canadair cl-44,,,5,5,0
27-Feb-75,"Near Sao Paulo, Brazil VASP",embraer,embraer 110c bandeirante,,,15,15,0
12-Mar-75,"Pleiku, South Vietnam Air Vietnam (South Vietnam)",douglas,douglas dc-4,,,26,26,0
16-Mar-75,"Near Barito, Argentina Military - Argentine Air Force",fokker,fokker f-27 friendship 400m,,,55,55,0
18-Mar-75,"Singa, Sudan Sudan Airways",de havilland canada,de havilland canada dhc-6 twin otter 100,,,6,5,0
18-Mar-75,"Near Terney, Russia Aeroflot",antonov,antonov an-2,,,12,7,0
20-Mar-75,"Near Quilcene, Washington Military - U.S. Air Force",lockheed,lockheed c-141a (l.300),,,16,16,0
4-Apr-75,"Saigon, South Vietnam Military - U.S. Air Force",lockheed,lockheed c-5a galaxy,,,330,155,0
13-May-75,"Near Sakon Nakhon, Thailand Military - U.S. Air Force",sikorsky,sikorsky ch-53c (helicopter),,,23,23,0
3-Jun-75,"Manila, Philippines Philippine Air Lines",bac,bac one-eleven 524ff,,,64,1,0
17-Jun-75,"Pedro Alfonso, Brazil Varig",hawker siddeley,hawker siddeley hs-748-235 srs. 2a,,,15,1,3
24-Jun-75,"JFK Airport, New York, New York Eastern Air Lines",boeing,boeing b-727-225,,,124,113,0
26-Jun-75,"Toledo, Ohio Hamilton Aviation",beechcraft,beechcraft e18s,,,2,2,0
10-Jul-75,"Bogota, Colombia Aerovias Condor",lockheed,lockheed l-188af electra,,,4,2,0
15-Jul-75,"Near Batumi, Georgia, USSR Aeroflot",yakovlev,yakovlev yak-40,,,40,40,0
31-Jul-75,"Taipei, Taiwan Far Eastern Air Transport",vickers,vickers 837 viscount,,,75,27,0
3-Aug-75,"Near Immouzer, Morocco Alia Royal Jordanian Airlines",boeing,boeing b-707-321c,,,188,188,0
3-Aug-75,"Off Amapala, Honduras Military - Nicaraguan Air Force",douglas,douglas dc-47,,,20,20,0
7-Aug-75,"Denver, Colorado Continental Airlines",boeing,boeing b-727-224,,,131,0,0
9-Aug-75,"Bagdarin, Russia Aeroflot",ilyushin,ilyushin il-14m,,,11,11,0
15-Aug-75,"Krasnovodsk, USSR Aeroflot",yakovlev,yakovlev yak-40,,,38,23,0
20-Aug-75,"Near Damascus, Syria Ceskoslovenske Aerolinie",ilyushin,ilyushin il-62,,,128,126,0
30-Aug-75,"Near Gambell, Alaska Wien Air Alaska",fairchild,fairchild f-27b,,,32,10,0
1-Sep-75,"Leipzig-Halle, East Germany Interflug",tupolev,tupolev tu-134,,,34,27,0
11-Sep-75,"Near Bahar Dar, Ethiopia Ethiopian Airlines",douglas,douglas c-47-dl,,,9,1,0
24-Sep-75,"Near Palembang, Indonesia Garuda Indonesia Airlines",fokker,fokker f-28 fellowship 1000,,,61,25,1
30-Sep-75,"Off Beirut, Lebanon Malev Hungarian Airlines",tupolev,tupolev tu-154b,,,60,60,0
30-Sep-75,"Barranquilla, Colombia AVIANCA",boeing,boeing 727-24c,,,4,4,0
22-Oct-75,"Novgorod, Russia Aeroflot",yakovlev,yakovlev yak-40,,,6,6,5
23-Oct-75,"Cairns Airport, Queensland, Australia Connair",de havilland,de havilland dh114 heron 2e,,,11,11,0
27-Oct-75,"Tomonoco, Bolivia TAM (Bolivia)",convair,convair cv-440-12,,,67,67,0
30-Oct-75,"Near Prague, Czechoslovakia Inex Adria Aviopromet",mcdonnell douglas,mcdonnell douglas dc-9-32,,,120,75,0
3-Nov-75,Gulf of Mexico Petroleum Helicopter,bell,bell 212,,,9,9,0
17-Nov-75,"Near Sukhumi, Georgia, USSR Aeroflot",antonov,antonov an-24,,,38,38,0
18-Nov-75,"Caoba, Guatemala Aviateca",douglas,douglas dc-3,,,22,15,0
20-Nov-75,"Kharkov, Ukraine, USSR Aeroflot",antonov,antonov an-24,,,50,19,0
22-Nov-75,"Sofia, Bulgaria Balkan Bulgarian Airlines",antonov,antonov an-24b,,,48,3,0
25-Nov-75,"Near Bir Lahfan, Egypt Military - Israel Air Force",lockheed,lockheed c-130 hercules,,,20,20,0
29-Nov-75,"Hertfordshire, England Private",piper,piper pa-23-250 aztec,,,6,6,0
26-Dec-75,"Rollinsville, Colorado Star Aviation",mitsubishi,mitsubishi mu-2b,,,9,9,0
1-Jan-76,"Near Al Qaysumah, Saudi Arabia Middle East Airlines",boeing,boeing b-720b-023b,,,82,82,0
